,gene_group,associated_uniprot_IDs,associated_reactions,associated_pdb,associated_cath_classes,associated_cath_domains
575,b0494,P0ADA1,LPLIPAL1A120pp;LPLIPAL1A140pp;LPLIPAL1A141pp;LPLIPAL1A160pp;LPLIPAL1A161pp;LPLIPAL1A180pp;LPLIPAL1A181pp;LPLIPAL1E120pp;LPLIPAL1E140pp;LPLIPAL1E141pp;LPLIPAL1E160pp;LPLIPAL1E161pp;LPLIPAL1E180pp;LPLIPAL1E181pp;LPLIPAL1G120pp;LPLIPAL1G140pp;LPLIPAL1G141pp;LPLIPAL1G160pp;LPLIPAL1G161pp;LPLIPAL1G180pp;LPLIPAL1G181pp,,,
576,b3825,P07000,LPLIPAL2A120;LPLIPAL2A140;LPLIPAL2A141;LPLIPAL2A160;LPLIPAL2A161;LPLIPAL2A180;LPLIPAL2A181;LPLIPAL2ATE120;LPLIPAL2ATE140;LPLIPAL2ATE141;LPLIPAL2ATE160;LPLIPAL2ATE161;LPLIPAL2ATE180;LPLIPAL2ATE181;LPLIPAL2ATG120;LPLIPAL2ATG140;LPLIPAL2ATG141;LPLIPAL2ATG160;LPLIPAL2ATG161;LPLIPAL2ATG180;LPLIPAL2ATG181;LPLIPAL2E120;LPLIPAL2E140;LPLIPAL2E141;LPLIPAL2E160;LPLIPAL2E161;LPLIPAL2E180;LPLIPAL2E181;LPLIPAL2G120;LPLIPAL2G140;LPLIPAL2G141;LPLIPAL2G160;LPLIPAL2G161;LPLIPAL2G180;LPLIPAL2G181,,,
577,b4146,P39280,LYSAM,,,
578,b0186,P52095,LYSDC,5fkz,,
579,b4131,P0A9H3,LYSDC,3n75,3.40.50.2300.216.1.1.1.1.129;3.40.50.2300.216.1.1.1.2.129;3.40.50.2300.216.1.1.1.3.129;3.40.50.2300.216.1.1.1.4.129;3.40.50.2300.216.1.1.1.5.129;3.40.640.10.122.1.1.1.1.294;3.40.640.10.122.1.1.2.1.294;3.40.640.10.122.1.1.3.1.294;3.40.640.10.122.1.1.4.1.294;3.40.640.10.122.1.1.5.1.294;3.90.100.10.1.1.1.1.1.117;3.90.100.10.1.1.1.1.2.117;3.90.100.10.1.1.1.1.3.117;3.90.100.10.1.1.1.1.4.117;3.90.100.10.1.1.1.1.5.117;3.90.1150.10.139.1.1.1.1.170;3.90.1150.10.139.1.1.1.2.170;3.90.1150.10.139.1.1.1.3.170;3.90.1150.10.139.1.1.1.4.170;3.90.1150.10.139.1.1.1.5.170,3n75A01;3n75B01;3n75C01;3n75D01;3n75E01;3n75A02;3n75B02;3n75C02;3n75D02;3n75E02;3n75A04;3n75B04;3n75C04;3n75D04;3n75E04;3n75A03;3n75B03;3n75C03;3n75D03;3n75E03
580,b3903,P32170,LYXI;RMI,1d8w,3.20.20.150.6.1.1.1.1.393;3.20.20.150.6.1.1.2.1.394;3.20.20.150.6.1.1.3.1.394;3.20.20.150.6.1.1.4.1.394,1d8wC00;1d8wA00;1d8wB00;1d8wD00
581,b0306;b0307;b0308,P77252;P77536;P77433,L_LACD2;L_LACD3,,,
582,b3605,P33232,L_LACD2;L_LACD3,,,
583,b3600,P09424,M1PD,3h2z,1.10.1040.10.29.1.1.1.1.173;3.40.50.720.92.1.1.1.1.196,3h2zA02;3h2zA01
584,b0777,P12999,MALCOAMT,,,
585,b4014,P08997,MALS,3cuz,1.20.1220.12.1.1.1.1.1.122;3.20.20.360.1.1.1.1.1.407,3cuzA02;3cuzA01
586,b2976,P37330,MALS,1d8c,1.20.1220.12.2.1.2.3.1.132;2.170.170.11.1.2.1.1.1.127;3.20.20.360.2.2.1.2.1.429,1d8cA03;1d8cA02;1d8cA01
587,b2049,P24174,MAN1PT2,,,
588,b1613,P00946,MAN6PI,,,
589,b4323,P39160,MANAO,,,
590,b0732,P54746,MANPGH,,,
591,b0334,P77243,MCITD,1szq,1.10.4100.10.2.1.1.1.1.322;1.10.4100.10.2.1.1.2.1.322;3.30.1330.120.2.1.1.1.1.139;3.30.1330.120.2.1.1.2.1.139,1szqA01;1szqB01;1szqA02;1szqB02
592,b0331,P77541,MCITL2,1xg4,3.20.20.60.4.1.1.1.1.283;3.20.20.60.4.1.1.1.2.286;3.20.20.60.4.1.1.1.3.287;3.20.20.60.4.1.1.1.4.287,1xg4D00;1xg4B00;1xg4A00;1xg4C00
593,b0333,P31660,MCITS,,,
594,b1092;b1094,P0AAI9;P0A6A8,MCOATA,1mla;1l0i,3.30.70.250.2.2.1.1.1.73;3.40.366.10.2.3.1.1.1.232;1.10.1200.10.2.1.1.2.1.77,1mlaA01;1mlaA02;1l0iA00
595,b0084;b0635;b3396,P0AD68;P0AD65;P02918,MCTP1App;MCTP2App,,,
596,b0084;b0149;b0635,P0AD68;P02919;P0AD65,MCTP1App;MCTP2App,,,
597,b1678,P76193,MCTP1Bpp;MLDCP1App;MLDCP1Bpp;MLDCP2App;MLDCP2Bpp;MLDCP3App,,,
598,b0925,P22525,MCTP1Bpp;MLDCP1App;MLDCP1Bpp;MLDCP2App;MLDCP2Bpp;MLDCP3App,,,
599,b0632,P0AEB2,MDDCP1pp;MDDCP2pp;MDDCP3pp;MDDCP4pp;MDDCP5pp,1z6f,2.60.410.10.1.1.1.1.2.92;3.40.710.10.12.1.1.1.2.259,1z6fA02;1z6fA01
600,b3182,P24228,MDDCP1pp;MDDCP2pp;MDDCP3pp;MDDCP4pp;MDDCP5pp;MDDEP1pp;MDDEP2pp;MDDEP3pp;MDDEP4pp,2ex2,3.40.710.10.25.1.1.1.1.245;3.50.80.20.1.1.1.1.1.103,2ex2A01;2ex2A02
601,b0839,P08506,MDDCP1pp;MDDCP2pp;MDDCP3pp;MDDCP4pp;MDDCP5pp,3ita,2.60.410.10.1.2.1.1.2.92;2.60.410.10.1.2.1.1.3.92;2.60.410.10.1.2.1.1.4.92;2.60.410.10.1.2.1.1.8.94;3.40.710.10.12.1.2.1.2.254;3.40.710.10.12.1.2.1.4.253;3.40.710.10.12.1.2.1.7.239;3.40.710.10.12.1.2.1.8.236,3itaA02;3itaB02;3itaC02;3itaD02;3itaA01;3itaB01;3itaD01;3itaC01
602,b2010,P33013,MDDCP1pp;MDDCP2pp;MDDCP3pp;MDDCP4pp;MDDCP5pp,5fsr,3.40.710.10.12.5.1.1.1.262;3.40.710.10.12.5.1.1.2.262,5fsrA01;5fsrB01
603,b0376,P0AD70,MDDCP1pp;MDDCP2pp;MDDCP3pp;MDDCP4pp;MDDCP5pp;MDDEP1pp;MDDEP2pp;MDDEP3pp;MDDEP4pp,,,
604,b2430,P77619,MDDCP1pp;MDDCP2pp;MDDCP3pp;MDDCP4pp;MDDCP5pp,,,
605,b2328,P0C0T5,MDDEP1pp;MDDEP2pp;MDDEP3pp;MDDEP4pp;MLDEP1pp;MLDEP2pp,1tzp,3.30.1380.10.9.1.1.1.1.236;3.30.1380.10.9.1.1.1.2.240,1tzpB00;1tzpA00
606,b2134,P0AFI5,MDDEP1pp;MDDEP2pp;MDDEP3pp;MDDEP4pp,,,
607,b1655,P76190,MDDEP1pp;MDDEP2pp;MDDEP3pp;MDDEP4pp,,,
608,b1856,P0AFS9,MDDEP1pp;MDDEP2pp;MDDEP3pp;MDDEP4pp,,,
609,b3236,P61889,MDH,3hhp,3.40.50.720.213.1.1.1.1.146;3.40.50.720.213.1.1.1.2.146;3.40.50.720.213.1.1.1.3.141;3.40.50.720.213.1.1.1.4.139;3.90.110.10.5.1.1.1.1.166;3.90.110.10.5.1.1.1.2.166;3.90.110.10.5.1.1.1.3.165;3.90.110.10.5.1.1.1.4.165,3hhpA01;3hhpC01;3hhpD01;3hhpB01;3hhpA02;3hhpC02;3hhpB02;3hhpD02
610,b2210,P33940,MDH2;MDH3,,,
611,b1479,P26616,ME1,,,
612,b2463,P76558,ME2,,,
613,b2515;b2895,P62620;P0ABY4,MECDPDH5,,,
614,b0684;b2515,P61949;P62620,MECDPDH5,,,
615,b2746,P62617,MECDPS,1gx1,3.30.1330.50.1.2.3.1.1.153;3.30.1330.50.1.2.3.2.1.153;3.30.1330.50.1.2.3.3.1.153,1gx1A00;1gx1B00;1gx1C00
616,b2747,Q46893,MEPCT,1i52,3.90.550.10.14.1.1.1.1.225,1i52A00
617,b2942,P0A817,METAT,1p7l,3.30.300.10.2.4.2.1.1.106;3.30.300.10.2.4.2.1.2.106;3.30.300.10.2.4.2.1.3.106;3.30.300.10.2.4.2.1.4.106;3.30.300.10.4.2.4.1.1.129;3.30.300.10.4.2.4.1.2.129;3.30.300.10.4.2.4.1.3.129;3.30.300.10.4.2.4.1.4.129;3.30.300.10.9.1.1.1.1.141;3.30.300.10.9.1.1.1.2.141;3.30.300.10.9.1.1.1.3.141;3.30.300.10.9.1.1.1.4.141,1p7lA03;1p7lB03;1p7lC03;1p7lD03;1p7lA02;1p7lB02;1p7lC02;1p7lD02;1p7lA01;1p7lB01;1p7lC01;1p7lD01
618,b1617,P05804,METGLCUR,3lpf,2.60.40.10.102.2.1.1.1.93;2.60.40.10.102.2.1.1.2.93;2.60.120.260.65.2.1.1.1.178;2.60.120.260.65.2.1.2.1.178;3.20.20.80.131.3.1.1.1.319;3.20.20.80.131.3.1.2.1.319,3lpfA02;3lpfB02;3lpfA01;3lpfB01;3lpfA03;3lpfB03
619,b1448,P76112,METNA,,,
620,b4019,P13009,METS,,,
621,b3829,P25665,METS,,,
622,b2582;b4219,P0AGG4;P0A744,METSOXR1,,,
623,b3781;b4219,P0AA25;P0A744,METSOXR1,5hr3;2gt3,3.40.30.10.9.2.2.1.1.107;3.40.30.10.9.2.2.1.2.107;3.30.1060.10.2.3.1.4.1.211,5hr3A00;5hr3B00;2gt3A00
624,b2582;b3551,P0AGG4;P20099,METSOXR1,,,
625,b3551;b3781,P20099;P0AA25,METSOXR1,,,
626,b1778;b2582,P0A746;P0AGG4,METSOXR2,,,
627,b1778;b3781,P0A746;P0AA25,METSOXR2,,,
628,b1832;b3781,P76270;P0AA25,METSOXR2,5hr3;1vhm,3.40.30.10.9.2.2.1.1.107;3.40.30.10.9.2.2.1.2.107;3.30.450.40.1.5.1.1.1.160;3.30.450.40.1.5.1.1.2.159,5hr3A00;5hr3B00;1vhmB00;1vhmA00
629,b1832;b2582,P76270;P0AGG4,METSOXR2,,,
630,b0963,P0A731,MGSA,1b93,3.40.50.1380.2.1.1.1.1.151;3.40.50.1380.2.1.1.1.2.148;3.40.50.1380.2.1.1.1.3.144,1b93B00;1b93A00;1b93C00
631,b1990,P39176,MLDCP1App;MLDCP1Bpp;MLDCP2App;MLDCP2Bpp;MLDCP3App,,,
632,b1113,P75954,MLDCP1App;MLDCP1Bpp;MLDCP2App;MLDCP2Bpp;MLDCP3App,,,
633,b0819,P0AAX8,MLDCP1App;MLDCP1Bpp;MLDCP2App;MLDCP2Bpp;MLDCP3App,,,
634,b0403,P21517,MLTG1;MLTG2;MLTG3;MLTG4;MLTG5,,,
635,b2963,P0C066,MLTGY1pp;MLTGY2pp;MLTGY3pp;MLTGY4pp,4cfp,1.10.530.10.19.1.1.1.1.168;1.10.530.10.19.1.1.1.2.168,4cfpA02;4cfpB02
636,b4392,P0AGC3,MLTGY1pp;MLTGY2pp;MLTGY3pp;MLTGY4pp,1qsa,1.10.530.10.14.1.1.1.1.173;1.10.1240.20.1.1.1.1.1.70;1.25.20.10.1.1.1.1.1.363,1qsaA03;1qsaA02;1qsaA01
637,b2813,P0A935,MLTGY1pp;MLTGY2pp;MLTGY3pp;MLTGY4pp,2ae0,2.40.40.10.7.1.1.1.1.180;2.40.240.50.1.1.1.1.1.138,2ae0X01;2ae0X02
638,b2701,P41052,MLTGY1pp;MLTGY2pp;MLTGY3pp;MLTGY4pp,,,
639,b1193,P0C960,MLTGY1pp;MLTGY2pp;MLTGY3pp;MLTGY4pp,4hjz,1.10.530.10.19.2.1.1.1.183;1.10.530.10.19.2.1.1.2.183,4hjzA00;4hjzB00
640,b2558,P0AGC5,MLTGY1pp;MLTGY2pp;MLTGY3pp;MLTGY4pp,,,
641,b0211,P0AEZ7,MLTGY1pp;MLTGY2pp;MLTGY3pp;MLTGY4pp,,,
642,b1097,None,MLTGY1pp;MLTGY2pp;MLTGY3pp;MLTGY4pp,,,
643,b2919,P52045,MMCD,1ef8,1.10.12.10.16.1.1.1.1.58;1.10.12.10.16.1.1.1.2.58;1.10.12.10.16.1.1.1.3.59;3.90.226.10.57.1.1.1.1.179;3.90.226.10.57.1.1.1.2.176;3.90.226.10.57.1.1.1.3.173,1ef8B01;1ef8C01;1ef8A01;1ef8A02;1ef8B02;1ef8C02
644,b2917,P27253,MMM,,,
645,b4322,P24215,MNNH,4eac,3.20.20.150.37.1.1.1.1.263;3.20.20.150.37.1.1.1.2.262;3.20.20.150.37.1.1.1.3.262;3.20.20.150.37.1.1.1.4.262,4eacC01;4eacA01;4eacB01;4eacD01
646,b0784;b2530,P30748;P0A6B7,MOADSUx,1p3w;1fm0,3.40.640.10.15.2.1.1.3.247;3.40.640.10.15.2.1.1.4.247;3.90.1150.10.42.2.1.1.2.121;3.90.1150.10.42.2.1.1.3.121;3.10.20.30.7.2.1.1.1.81;3.90.1170.40.1.1.1.1.1.142,1p3wA02;1p3wB02;1p3wA01;1p3wB01;1fm0D00;1fm0E00
647,b3633,P0AC75,MOAT;MOAT2,,,
648,b3624,P27241,MOAT3C,,,
649,b2877,Q46810,MOCDS,,,
650,b0134,P31057,MOHMT,1m3u,3.20.20.60.5.2.1.1.1.262;3.20.20.60.5.2.1.1.2.262;3.20.20.60.5.2.1.1.3.262;3.20.20.60.5.2.1.1.4.262;3.20.20.60.5.2.1.1.5.262;3.20.20.60.5.2.1.1.6.262;3.20.20.60.5.2.1.1.7.262;3.20.20.60.5.2.1.1.8.262;3.20.20.60.5.2.1.1.9.262;3.20.20.60.5.2.1.1.10.262,1m3uA00;1m3uB00;1m3uC00;1m3uD00;1m3uE00;1m3uF00;1m3uG00;1m3uH00;1m3uI00;1m3uJ00
651,b0009,P0AF03,MPTAT,1di6,3.40.980.10.3.1.1.1.1.183,1di6A00
652,b0089;b1069;b3208,P0ABG4;P0AF16;P46022,MPTG;MPTG2,,,
653,b0089;b1069;b3396,P0ABG4;P0AF16;P02918,MPTG;MPTG2,,,
654,b0089;b1069;b2519,P0ABG4;P0AF16;P76577,MPTG;MPTG2,,,
655,b0089;b0149;b1069,P0ABG4;P02919;P0AF16,MPTG;MPTG2,,,
656,b0784;b0785,P30748;P30749,MPTS,1fm0,3.10.20.30.7.2.1.1.1.81;3.90.1170.40.1.1.1.1.1.142,1fm0D00;1fm0E00
657,b0826,P12282,MPTSS,1jw9,3.10.20.30.7.2.1.1.3.81;3.40.50.720.210.1.1.1.1.240,1jw9D00;1jw9B00
658,b1008,P75894,MSAR,,,
659,b0529,P24186,MTHFC;MTHFD,1b0a,3.40.50.720.306.6.2.1.1.130;3.40.50.10860.19.4.2.1.1.86,1b0aA01;1b0aA02
660,b3941,P0AEZ1,MTHFR2,3fst,3.20.20.220.1.1.1.1.1.286;3.20.20.220.1.1.1.1.2.274;3.20.20.220.1.1.1.1.3.265,3fstA00;3fstE00;3fstC00
661,b1059,P40874,MTRPOX;SARCOX,2uzz,3.30.9.10.23.1.1.1.1.191;3.30.9.10.23.1.1.1.2.191;3.30.9.10.23.1.1.1.3.191;3.30.9.10.23.1.1.1.4.191;3.50.50.60.34.2.1.1.1.174;3.50.50.60.34.2.1.1.2.173;3.50.50.60.34.2.1.1.3.172;3.50.50.60.34.2.1.1.4.171,2uzzA02;2uzzB02;2uzzC02;2uzzD02;2uzzB01;2uzzA01;2uzzD01;2uzzC01
662,b3996,P32664,NADDP,1vk6,3.90.79.10.61.1.1.1.1.127;3.90.79.20.1.1.1.1.1.122,1vk6A02;1vk6A01
663,b2411,P15042,NADDP,,,
664,b1109,P00393,NADH10;NADH5;NADH9,,,
665,b3713,P0AGE6,NADH10;NADH5;NADH9,3svl,3.40.50.360.5.3.1.1.1.182;3.40.50.360.5.3.1.1.2.181,3svlB00;3svlA00
666,b0046,P0A754,NADH10;NADH5;NADH9,,,
667,b1004,P0A8G6,NADH10;NADH5;NADH9,3b6i,3.40.50.360.2.1.1.2.3.197;3.40.50.360.2.1.1.2.4.197,3b6iA00;3b6iB00
668,b2276;b2277;b2278;b2279;b2280;b2281;b2282;b2283;b2284;b2285;b2286;b2287;b2288,P0AFF0;P0AFE8;P33607;P0AFE4;P0AFE0;P0AFD6;P0AFD4;P33602;P31979;P0AFD1;P33599;P0AFC7;P0AFC3,NADH16pp;NADH17pp;NADH18pp,,,
669,b0605;b0606,P0AE08;P35340,NADHPO,5b8a;4o5q,3.40.30.10.212.1.1.15.1.162;3.40.30.10.212.1.1.15.2.162;3.40.30.10.212.1.1.15.3.163;3.40.30.10.212.1.1.15.4.164;3.40.30.10.212.1.1.15.5.165;3.40.30.10.212.1.1.15.6.166;3.40.30.10.212.1.1.15.7.168;3.40.30.10.212.1.1.15.8.170;3.40.30.10.212.1.1.15.9.171;3.40.30.10.212.1.1.15.11.177;3.40.30.80.1.1.1.1.1.200;3.50.50.60.81.1.1.1.1.197;3.50.50.60.148.1.1.1.2.124,5b8aD00;5b8aI00;5b8aC00;5b8aE00;5b8aF00;5b8aB00;5b8aA00;5b8aJ00;5b8aG00;5b8aH00;4o5qA01;4o5qA02;4o5qA03
670,b4167,P31806,NADHXD;NADHXE;NADPHXD;NADPHXE,,,
671,b2615,P0A7B3,NADK,,,
672,b3028,P0AEY5,NADPHQR2;NADPHQR3;NADPHQR4,2b3d,3.40.50.360.1.1.2.2.1.193;3.40.50.360.1.1.2.2.2.191,2b3dA00;2b3dB00
673,b1740,P18843,NADS1,1wxi,3.40.50.620.26.4.1.1.1.261,1wxiA00
674,b3962,P27306,NADTRHD,,,
675,b0931,P18133,NAMNPP,,,
676,b2518,P0A763,NDPK1;NDPK2;NDPK3;NDPK4;NDPK5;NDPK6;NDPK7;NDPK8,2hur,3.30.70.141.2.1.2.1.1.142;3.30.70.141.2.1.2.1.2.142;3.30.70.141.2.1.2.1.3.142;3.30.70.141.2.1.2.1.4.142;3.30.70.141.2.1.2.1.5.142;3.30.70.141.2.1.2.1.6.142,2hurA00;2hurB00;2hurC00;2hurD00;2hurE00;2hurF00
677,b2710;b2711,Q46877;P37596,NHFRBO,,,
678,b4390,P27278,NMNAT,,,
679,b0639,P0A752,NMNAT;NNATr,1k4m,3.40.50.620.11.2.1.1.2.213;3.40.50.620.11.2.1.1.3.213;3.40.50.620.11.2.1.1.4.213,1k4mA00;1k4mB00;1k4mC00
680,b2700,P0A6G3,NMNDA,,,
681,b1768,P21369,NNAM,,,
682,b1991,P36562,NNDMBRT,,,
683,b0109,P30011,NNDPR,,,
684,b2202;b2203;b2204;b2205;b2206,P0ABL5;P0ABL3;P33934;P0AAL3;P33937,NO3R1bpp,,,
685,b1465;b1466;b1467;b1468,P0AF32;P19317;P19318;P19319,NO3R1pp;NO3R2pp,,,
686,b1224;b1225;b1226;b1227,P09152;P11349;P0AF26;P11350,NO3R1pp;NO3R2pp,,,
687,b2202;b2203;b2206,P0ABL5;P0ABL3;P33937,NO3R2bpp,,,
688,b2552,P24232,NODOx;NODOy,1gvh,1.10.490.10.9.5.1.1.1.148;2.40.30.10.6.4.1.1.1.106;3.40.50.80.15.1.1.1.1.142,1gvhA01;1gvhA02;1gvhA03
689,b2744,P0A840,NTD1;NTD10;NTD11;NTD12;NTD2;NTD3;NTD4;NTD5;NTD6;NTD7;NTD8;NTD9;PPA;PPA2,,,
690,b4374,P0A8Y1,NTD1;NTD2;NTD5,,,
691,b2291,P76491,NTD1;NTD12;NTD3;NTD5;NTD6;NTD8,2paq,1.10.3210.10.28.1.1.2.1.171;1.10.3210.10.28.1.1.3.1.170,2paqA00;2paqB00
692,b2361,P76514,NTD1;NTD12;NTD3;NTD5;NTD6;NTD7;NTD8;NTD9,,,
693,b0480,P07024,NTD10pp;NTD11pp;NTD12pp;NTD1pp;NTD2pp;NTD3pp;NTD4pp;NTD5pp;NTD6pp;NTD7pp;NTD8pp;NTD9pp;UACGALPpp;UACGAMPpp;UDPGALPpp;UDPGPpp;UGLCURPpp,1ush,3.60.21.10.25.1.1.1.2.327;3.90.780.10.3.1.1.1.2.188,1ushA01;1ushA02
694,b3399,P64636,NTD11;NTD12;NTD7;NTD8;NTD9,,,
695,b0650,P77319,NTP1,,,
696,b4161,P39286,NTP1;NTP10;NTP3;NTP5,4a2i,,
697,b4394,P39411,NTP10;NTP11;NTP12,1u5w,3.90.950.10.7.1.2.1.1.174;3.90.950.10.7.1.2.1.2.172;3.90.950.10.7.1.2.1.3.172;3.90.950.10.7.1.2.1.4.172;3.90.950.10.7.1.2.1.5.172;3.90.950.10.7.1.2.1.6.170;3.90.950.10.7.1.2.1.7.168;3.90.950.10.7.1.2.1.8.162,1u5wC00;1u5wB00;1u5wD00;1u5wE00;1u5wF00;1u5wH00;1u5wG00;1u5wA00
698,b4352,P24203,NTP3,1nij,3.30.1220.10.1.1.1.1.1.116;3.40.50.300.110.1.1.1.1.201,1nijA02;1nijA01
699,b2727,P0AAN3,NTP3,,,
700,b2918,P27254,NTP3,2p67,1.10.287.130.4.1.1.1.1.65;1.20.5.170.5.1.1.1.1.52;3.40.50.300.47.2.1.1.1.185,2p67A03;2p67A01;2p67A02
701,b2173,P33030,NTP3,,,
702,b3590,P14081,NTP3,5lzd,,
703,b4173,P25519,NTP3,5ady,,
704,b0980,P07102,NTP3pp;PHYTSpp,1dkq,3.40.50.1240.10.3.1.2.1.286;3.40.50.1240.24.3.1.1.1.124,1dkqA01;1dkqA02
705,b2781,P0AEY3,NTPP1;NTPP2;NTPP3;NTPP4;NTPP5;NTPP6;NTPP7;NTPP8,3cra,1.10.287.1080.5.1.1.1.1.86;1.10.287.1080.5.1.1.1.2.111;1.10.287.1080.12.1.1.1.1.128;1.10.287.1080.12.1.1.1.2.132,3craB01;3craA01;3craA02;3craB02
706,b2954,P52061,NTPP10;NTPP11;NTPP9,1k7k,3.90.950.10.4.1.1.1.1.205,1k7kA00
707,b1759,P77788,NTPP3;NTPP4,2rrk,3.90.79.10.73.1.1.1.1.140,2rrkA00
708,b0905,P75838,NTPP6,4q86,,
709,b3248,P25536,NTPP7;NTPP8,4p0e,3.90.950.10.5.2.1.1.1.188;3.90.950.10.5.2.1.1.2.189,4p0eB00;4p0eA00
710,b0160,P15723,NTPTP1;NTPTP2,4x9e,1.10.3210.10.32.1.1.1.1.195;1.10.3210.10.32.1.1.1.2.195;1.10.3210.10.32.1.1.1.3.193;1.10.3210.10.32.1.1.1.4.193;1.10.3210.10.32.1.1.1.5.193;1.10.3210.10.32.1.1.1.6.193,4x9eA01;4x9eC01;4x9eB01;4x9eD01;4x9eE01;4x9eF01
711,b3365;b3366,P08201;P0A9I8,NTRIR2x,,,
712,b4070;b4071;b4072;b4073,P0ABK9;P0ABL1;P0AAK7;P32709,NTRIR3pp;NTRIR4pp,,,
713,b2027;b2035,P76372;P37748,O16AP1pp;O16AP2pp;O16AP3pp,,,
714,b2033,P37750,O16AT,,,
715,b2037,P37746,O16AUNDtpp,,,
716,b2034,P37749,O16GALFT,,,
717,b2032,P37751,O16GLCT1,,,
718,b0902;b0903;b2579,P0A9N4;P09373;P68066,OBTFL;PFL,,,
719,b0902;b0903,P0A9N4;P09373,OBTFL;PFL,1h16;3c8f,3.20.70.20.4.1.1.1.1.759;3.20.20.70.167.1.1.1.1.245,1h16A00;3c8fA00
720,b0902;b3114,P0A9N4;P42632,OBTFL;PFL,,,
721,b4254,P04391,OCBT,1duv,3.40.50.1370.5.1.2.1.1.150;3.40.50.1370.5.1.2.1.2.150;3.40.50.1370.5.1.2.1.3.150;3.40.50.1370.12.1.2.1.1.183;3.40.50.1370.12.1.2.1.2.183;3.40.50.1370.12.1.2.1.3.183,1duvG01;1duvH01;1duvI01;1duvG02;1duvH02;1duvI02
722,b0273,P06960,OCBT,,,
723,b3187,P0AD57,OCTDPS,,,
724,b0907,P23721,OHPBAT;PSERT;SDPTA,1bjn,3.40.640.10.2.6.1.1.1.241;3.40.640.10.2.6.1.2.1.241;3.90.1150.10.45.3.2.1.1.104;3.90.1150.10.45.3.2.1.2.103,1bjnA01;1bjnB01;1bjnA02;1bjnB02
725,b0662,P75728,OMMBLHXy,,,
726,b1281,P08244,OMPDC,1eix,3.20.20.70.132.1.2.1.1.232;3.20.20.70.132.1.2.1.2.231;3.20.20.70.132.1.2.1.3.231;3.20.20.70.132.1.2.1.4.231,1eixC00;1eixA00;1eixB00;1eixD00
727,b2907,P25534,OMPHHXy,,,
728,b0350,P77608,OP4ENH,2wqt,3.90.850.10.10.1.1.1.1.262;3.90.850.10.10.1.1.1.2.262;3.90.850.10.10.1.1.1.3.262;3.90.850.10.10.1.1.1.4.262;3.90.850.10.10.1.1.1.5.262;3.90.850.10.10.1.1.1.6.262;3.90.850.10.10.1.1.1.7.262;3.90.850.10.10.1.1.1.8.262;3.90.850.10.10.1.1.1.9.262;3.90.850.10.10.1.1.1.10.262;3.90.850.10.10.1.1.1.11.262;3.90.850.10.10.1.1.1.12.262;3.90.850.10.10.1.1.1.13.262;3.90.850.10.10.1.1.1.14.262;3.90.850.10.10.1.1.1.15.262;3.90.850.10.10.1.1.1.16.262;3.90.850.10.10.1.1.1.17.262;3.90.850.10.10.1.1.1.18.262;3.90.850.10.10.1.1.1.19.262;3.90.850.10.10.1.1.1.20.262,2wqtA00;2wqtB00;2wqtC00;2wqtD00;2wqtE00;2wqtF00;2wqtG00;2wqtH00;2wqtI00;2wqtJ00;2wqtK00;2wqtL00;2wqtM00;2wqtN00;2wqtO00;2wqtP00;2wqtQ00;2wqtR00;2wqtS00;2wqtT00
729,b3843,P0AAB4,OPHBDC,5m1d,3.40.1670.10.2.1.1.1.4.118;3.40.1670.10.2.1.1.1.5.118;3.40.1670.10.2.1.1.1.6.118,5m1dA02;5m1dB02;5m1dC02
730,b2906,P25535,OPHHXy,4k22,3.30.9.50.6.1.1.1.1.108;3.30.9.50.6.1.1.1.2.108;3.50.50.60.44.1.1.1.1.245;3.50.50.60.44.1.1.1.2.246,4k22A02;4k22B02;4k22B01;4k22A01
731,b2965,P21169,ORNDC,,,
732,b0693,P24169,ORNDC,,,
733,b3642,P0A7E3,ORPT,1oro,3.40.50.2020.15.1.2.2.1.206;3.40.50.2020.15.1.2.2.2.213,1oroB00;1oroA00
734,b2373,P0AFI0,OXCDC,2q28,3.40.50.970.17.2.1.1.1.204;3.40.50.970.17.2.1.1.2.204;3.40.50.970.30.2.1.1.1.188;3.40.50.970.30.2.1.1.2.188;3.40.50.1220.13.2.1.1.1.158;3.40.50.1220.13.2.1.1.2.158,2q28A03;2q28B03;2q28A01;2q28B01;2q28A02;2q28B02
735,b1387,P77455,OXCOAHDH,,,
736,b1394;b1397,P77467;P0C7L2,OXDHCOAT,,,
737,b1014,P09546,P5CD;PROD3,,,
738,b0386,P0A9L8,P5CR,,,
739,b1388;b1389;b1390;b1391;b1392,P76077;P76078;P76079;P76080;P76081,PACCOAE,,,
740,b1398,P76085,PACCOAL,,,
741,b1518,P64461,PAI2I,3qmq,3.30.70.100.17.1.2.1.1.97;3.30.70.100.17.1.2.1.2.97;3.30.70.100.17.1.2.1.3.99;3.30.70.100.17.1.2.1.4.99,3qmqA00;3qmqB00;3qmqC00;3qmqD00
